Sex,XYZ,Img_Path,Model,Img_Prediction,Age,Blur,Emotion,Device_Timestamp,Colours,Objects,Text,Time,Face_Recog,Date,Device_Make,Num_Faces,GPS
,"[8.104107, -1.253072, -4.4947147]",../p08_2013-12-05/2013-12-05_12.27.48.jpg,ZTE-BLADE,[],,3.418860433,,2002:12:08 12:00:00,"['#4a4647', '#020204', '#040307', '#181518', '#09070a']",[],,12:27:48,[],05/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.180115, -0.17706452, -2.6968288]",../p08_2013-12-05/2013-12-05_01.22.20.jpg,ZTE-BLADE,[],,5.679866154,,2002:12:08 12:00:00,"['#e7eff5', '#0e0f15', '#26272f', '#675d65', '#9da0ab']",[],,01:22:20,[],05/12/2013,ZTE,0,"[0.0, 0.0]"
"['Male', 'Female']","[9.357179, -0.53119355, -2.3290794]",../p08_2013-12-05/2013-12-05_01.04.18.jpg,ZTE-BLADE,[],"['25-32', '48-53']",28.17310523,"['Fear', 'Surprise']",2002:12:08 12:00:00,"['#645c5d', '#eae2e2', '#9b8c8f', '#3e3034', '#0f0f13']",['person'],,01:04:18,"[array([-0.06492655,  0.12536037,  0.04112928, -0.08055141, -0.15952656,
       -0.03496813, -0.05357068, -0.01226019,  0.04343447,  0.00341571,
        0.26133794, -0.10486861, -0.28310126,  0.00327067,  0.08326662,
        0.0789733 , -0.08459372, -0.03726729, -0.11661983, -0.06399019,
        0.08142349,  0.03823321,  0.02189106,  0.13014159, -0.14228028,
       -0.359891  , -0.06328104, -0.14394863,  0.00122321, -0.16119075,
       -0.03490021,  0.09897627, -0.0408022 , -0.05749144,  0.00717863,
        0.02428209, -0.02934413, -0.16326416,  0.18830718, -0.00111745,
       -0.1174446 ,  0.04222208,  0.06000446,  0.25791833,  0.19954517,
        0.03900327,  0.11579546, -0.00038383,  0.12913334, -0.21909392,
       -0.00176062,  0.11061306,  0.13711575,  0.06790529,  0.11008908,
       -0.17426965,  0.03773052,  0.14648475, -0.19937699,  0.07677522,
       -0.03980679, -0.0906627 , -0.00047638, -0.1274844 ,  0.26228786,
        0.09680468, -0.09265794, -0.03937868,  0.12950735, -0.08379988,
       -0.16195409,  0.02635791, -0.21392308, -0.1625627 , -0.19795431,
        0.05573872,  0.24696626,  0.17245708, -0.27880797,  0.03358492,
       -0.03951325, -0.02091528, -0.00717698,  0.06171604, -0.05886513,
       -0.10080577, -0.11405922,  0.00767722,  0.22720064, -0.07220838,
        0.02591583,  0.27554172,  0.04667449,  0.03459197,  0.05026043,
       -0.01426115, -0.15363179, -0.02442558, -0.06804377, -0.02138926,
        0.09322761, -0.14734238, -0.03324798,  0.07873015, -0.27463898,
        0.1358813 , -0.0341948 , -0.01043165, -0.0254398 , -0.02047409,
       -0.04620486,  0.03009158,  0.18923518, -0.23379245,  0.16065377,
        0.21554568,  0.07876071,  0.1407119 ,  0.04038134,  0.01758573,
        0.02345336, -0.01092745, -0.16624287, -0.08750863,  0.13637248,
       -0.00344549, -0.0316972 ,  0.05296438]), array([-0.17438138,  0.13720836,  0.00317173, -0.0984918 , -0.15744376,
       -0.02193369,  0.02317899, -0.09951778,  0.06638141, -0.0571113 ,
        0.24028835, -0.03261644, -0.30007827, -0.16947562,  0.05151958,
        0.13385603, -0.12162606, -0.12965944, -0.15867749, -0.13170265,
        0.03134052,  0.05353848, -0.08210202,  0.02682906, -0.10708172,
       -0.24445862, -0.03802386, -0.05753976,  0.04536424, -0.08134107,
        0.02226562,  0.06468677, -0.20826909, -0.1101854 ,  0.00959062,
        0.08781965, -0.09983189, -0.10369016,  0.11666126, -0.08355474,
       -0.14110914, -0.03878203,  0.1031082 ,  0.22343552,  0.19332491,
       -0.09362067,  0.00163326, -0.04826402,  0.07759545, -0.2732662 ,
       -0.03575731,  0.17617497,  0.10372896,  0.1154817 ,  0.055006  ,
       -0.13451141,  0.04276791,  0.1192442 , -0.16844477,  0.00364186,
        0.04725542, -0.15465051, -0.09828076, -0.10352784,  0.15715578,
        0.08832676, -0.0951245 , -0.15626808,  0.15274504, -0.13766204,
       -0.07432131,  0.07947145, -0.11267367, -0.15264016, -0.2718614 ,
        0.09766306,  0.36882555,  0.17032334, -0.18382584,  0.01363402,
       -0.08995306, -0.01393921,  0.07163954,  0.01311189, -0.04131228,
       -0.10156191, -0.11007674,  0.10448786,  0.18088827, -0.07197349,
        0.01905579,  0.22983825,  0.06941485,  0.00307874,  0.0513727 ,
        0.05539145, -0.05935329, -0.01230375, -0.04794052,  0.04868807,
        0.1312086 , -0.20032987,  0.04453568,  0.12221794, -0.07319859,
        0.14271076,  0.03961307,  0.06300521,  0.01658428, -0.05527592,
       -0.04407931, -0.03601858,  0.1273872 , -0.17115468,  0.24976078,
        0.15671813, -0.06292486,  0.1186514 ,  0.08541866,  0.11289895,
       -0.03549398, -0.07406223, -0.11029821, -0.09560879,  0.05734941,
       -0.01225378,  0.00347414,  0.01624994])]",05/12/2013,ZTE,2,"[0.0, 0.0]"
,"[9.357179, -1.253072, -2.5197644]",../p08_2013-12-05/2013-12-05_02.48.18.jpg,ZTE-BLADE,[],,63.36595811,,2002:12:08 12:00:00,"['#3c3741', '#a3acbe', '#6c6265', '#f4f8fc', '#111216']",[],"fi ape 3 Notes & Questions eS (06, Naat perm: “Avy ot men vey nis macte tet (Of 8 Gatanet mary Contain two or Font aos : niece ved oe i do recat lances mapper hase = aS ” "" - (er os) mmo) Sixes Cuene aaa sow par ofa rece Daeenet een tein ona { Lis [None € J ,WRENS 4 eres oy ) Mrs saree wre} arten) 100} 9 oddns seoumeyas Buapece, Shan Ona | wos 20.06) U0 hows yeep o\wheiBereg sayy NaeDE arojey t co) uneds Wweuudiey PAS ree Try} Cotes eysddo ea Loddra 1 pean ary hou ey, HPI LOddre seoueyes Cuapenesd Op 20 ‘og 2 eM st 0m URC hens wemED Wo s402 Puram wa ope 6 Uenemr Wy, wt ey sone ¥ BepoH —Foot (Medvetica eve (eeputar z Character stytes [hones",02:48:18,[],05/12/2013,ZTE,0,"[54.68943317, -5.88082647]"
,"[9.180115, -0.53119355, -2.6968288]",../p08_2013-12-05/2013-12-05_12.39.48.jpg,ZTE-BLADE,[],,17.66194597,,2002:12:08 12:00:00,"['#ede2e9', '#5f595b', '#322f31', '#7f7472', '#a397a6']",['person'],,12:39:48,[],05/12/2013,ZTE,0,"[0.0, 0.0]"
,"[8.458236, -0.7082581, -4.4947147]",../p08_2013-12-05/2013-12-05_12.35.48.jpg,ZTE-BLADE,[],,8.790517793,,2002:12:08 12:00:00,"['#62747f', '#4c162b', '#394b67', '#7f8c97', '#1b1725']",[],,12:35:48,[],05/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.180115, -1.4301366, -2.5197644]",../p08_2013-12-05/2013-12-05_02.27.18.jpg,ZTE-BLADE,[],,76.14968615,,2002:12:08 12:00:00,"['#110e0d', '#6c717c', '#adabbc', '#3b2619', '#dad2e9']",['tv'],"Contributions: 1. How 2 Den 1 Prepare raning data ferminng Assoc 0d Sentiment 3. Combe topvo, MOORING ard sentiment anatyers Examination of the Thesis 9.1 0 plagiarisod material nd succinct cUratoly dose ma clearly ldentitoct miboa outcomes research a4 A extonta to Which they hy W boOn Mot ciscus 2.6 contest "" FOe0WCH Well doveopoct i 1A \OLine Of oft aryecyiate AA Ye YVAN ITN ASD (in HOD Fed Jentig te he ae beeen Ly cae ] ESRpi Ratt | er es ea rYPN) ie ye Aseiteiny Pete ajay NOW ONNYYA FLAN tay HYNH KY Ot LAN mney tt veo YMA 9 10 LNW yf Doves a #1 HOPOAN DeckyaNOD 1a Yowong MLL 0} wiv) 810 1e}U09 6g PORE HAL Yoon wren PAW poy VP AO KW pp *Fiwo*0! O10 eminoVe ou voeep Arar 4 oeneq0 EE Pusone pu erancow gn ep Snes ers FHOIDLI por mOmd 004 45 FOUL 04 J0 Lore uRurey PL CumepeU One) oD op HPS PW EiS0Cey Connie) MP Marg anced omy) FevoANg QVODs O41 [cal ESR",02:27:18,[],05/12/2013,ZTE,0,"[54.68943317, -5.88082647]"
['Male'],"[9.180115, -0.7082581, -2.5197644]",../p08_2013-12-05/2013-12-05_01.16.18.jpg,ZTE-BLADE,[],['25-32'],13.32939915,['Fear'],2002:12:08 12:00:00,"['#1b191f', '#544d51', '#726d71', '#a69ca6', '#e3e9f4']","['person', 'person']",,01:16:18,"[array([-0.03917931,  0.04988201,  0.06677623, -0.02207235, -0.10080549,
       -0.0430227 , -0.05415682, -0.01733396,  0.07426082, -0.04946084,
        0.22703369, -0.07755032, -0.25249714, -0.03325325,  0.02294104,
        0.07939033, -0.07516994, -0.08294159, -0.06886258, -0.0501773 ,
        0.0128399 ,  0.04737201,  0.01921499,  0.089628  , -0.19454923,
       -0.35176584, -0.06091228, -0.15497772,  0.00114227, -0.10983488,
       -0.07548354,  0.15919742, -0.03363654, -0.03879968,  0.06930711,
        0.10915554, -0.02040594, -0.07208776,  0.22854097,  0.04381157,
       -0.11611179,  0.06936894,  0.04937714,  0.33218279,  0.1572336 ,
        0.05632674,  0.09204064, -0.01817007,  0.17938353, -0.26245677,
        0.10785224,  0.11985043,  0.1400983 ,  0.07388346,  0.18286864,
       -0.21637021,  0.0482972 ,  0.11379328, -0.1611594 ,  0.14862336,
        0.01163919, -0.04101464,  0.01480468, -0.13249794,  0.20981127,
        0.03206779, -0.10969732, -0.02548093,  0.11759488, -0.12870707,
       -0.10043921,  0.05810451, -0.16327941, -0.16394129, -0.24622348,
        0.07010826,  0.27416515,  0.2293078 , -0.26123059,  0.03664608,
        0.01216657, -0.03579038,  0.04013435,  0.03830108, -0.08149343,
       -0.0473749 , -0.10794212, -0.04946678,  0.22708407,  0.01208291,
        0.0049029 ,  0.24171865,  0.01935174,  0.04326192,  0.06496333,
       -0.05071983, -0.15345542, -0.06159093, -0.1126904 , -0.00134471,
        0.04296929, -0.20739178, -0.05434277,  0.06170169, -0.29764926,
        0.15974675, -0.05482889, -0.01952492, -0.01936244,  0.04757979,
       -0.14528622,  0.05832975,  0.21592134, -0.28447491,  0.16774829,
        0.19527738,  0.13317533,  0.14591566,  0.0868719 ,  0.00980004,
       -0.01863525,  0.00780445, -0.14797302, -0.13849588,  0.08622258,
       -0.05051802, -0.00243382,  0.0712956 ])]",05/12/2013,ZTE,1,"[0.0, 0.0]"
,"[8.825985, -1.253072, -3.7728362]",../p08_2013-12-05/2013-12-05_12.48.48.jpg,ZTE-BLADE,[],,47.81868913,,2002:12:08 12:00:00,"['#f6eef2', '#817174', '#6c5e61', '#a997a7', '#352c32']","['person', 'person']",,12:48:48,[],05/12/2013,ZTE,0,"[0.0, 0.0]"
,"[8.635301, -2.152015, -3.5957718]",../p08_2013-12-05/2013-12-05_02.39.18.jpg,ZTE-BLADE,[],,8.227259931,,2002:12:08 12:00:00,"['#111627', '#9bbae6', '#6c6e70', '#fcfefe', '#53463e']",[],,02:39:18,[],05/12/2013,ZTE,0,"[54.68943317, -5.88082647]"
,"[9.180115, -1.7978859, -1.9749504]",../p08_2013-12-05/2013-12-05_02.44.18.jpg,ZTE-BLADE,[],,15.28691061,,2002:12:08 12:00:00,"['#080709', '#857c88', '#34333f', '#b4bcde', '#fbfdfe']",[],,02:44:18,[],05/12/2013,ZTE,0,"[54.68943317, -5.88082647]"
,"[7.3822284, -0.35412905, -6.115536]",../p08_2013-12-05/2013-12-05_01.49.50.jpg,ZTE-BLADE,[],,82.41027593,,2002:12:08 12:00:00,"['#7c7978', '#675b54', '#302b27', '#bfcdf0', '#9d97a1']",[],tta a ich haaa haatt,01:49:51,[],05/12/2013,ZTE,0,"[0.0, 0.0]"
"['Male', 'Female']","[9.180115, -1.4301366, -2.5197644]",../p08_2013-12-05/2013-12-05_12.45.18.jpg,ZTE-BLADE,[],"['8-12', '4-6']",35.30897978,"['Fear', 'Surprise']",2002:12:08 12:00:00,"['#695c5e', '#817176', '#2d272a', '#f9eded', '#a99aa7']",['person'],,12:45:18,"[array([-0.02736145,  0.00638773,  0.04622946,  0.05428238, -0.19025506,
       -0.00498526,  0.04063212, -0.0519731 ,  0.14256674, -0.04373022,
        0.18626213, -0.11089883, -0.30508772, -0.07794143, -0.02117842,
        0.12581734, -0.07790248, -0.12127361, -0.03774272, -0.04083502,
        0.09700732,  0.09271091,  0.00993101,  0.10067737, -0.04777958,
       -0.37662187, -0.06379364, -0.15848154, -0.03763239, -0.07515173,
       -0.05212792,  0.08005406, -0.08026642, -0.10904376,  0.07500812,
        0.10838535, -0.1144511 , -0.08434667,  0.18362387, -0.01410084,
       -0.16799212, -0.027619  ,  0.05130708,  0.29889748,  0.10842483,
        0.04016287,  0.00440596, -0.03822861,  0.13473943, -0.2876111 ,
        0.09690537,  0.14538985,  0.16431955,  0.09891219,  0.12528493,
       -0.12068922,  0.02106869,  0.13530454, -0.26082775,  0.09730755,
        0.06430857, -0.0899807 , -0.04112267, -0.11887262,  0.20028861,
        0.11085665, -0.07547265, -0.13613066,  0.10971721, -0.21122853,
       -0.15389884,  0.08183867, -0.13225099, -0.182879  , -0.23330499,
        0.05996063,  0.44276732,  0.14435105, -0.18392682, -0.02749003,
        0.0141086 ,  0.00294969,  0.0531688 ,  0.02909064, -0.0331315 ,
        0.01732609, -0.13467038,  0.02060279,  0.12253408, -0.09230437,
       -0.04074454,  0.24199405,  0.00927426,  0.03095216,  0.11973961,
        0.0210306 , -0.01736696,  0.05072785, -0.14243351, -0.00706844,
        0.1247917 , -0.17727485,  0.04366764, -0.02879643, -0.1916997 ,
        0.13698006, -0.05146698, -0.01078388,  0.01003022, -0.06833637,
       -0.21153647,  0.07087035,  0.24138273, -0.29781115,  0.23248839,
        0.0937501 ,  0.06282039,  0.16804262, -0.01678549,  0.05587475,
       -0.0329586 , -0.14629981, -0.16234773, -0.10996862,  0.11190467,
        0.02508579,  0.01849316,  0.03882435]), array([-0.08916952,  0.09030343,  0.06266909, -0.11818253, -0.05163528,
       -0.03753704, -0.01769575, -0.1471976 ,  0.19781901, -0.15970075,
        0.19777071, -0.00578488, -0.3040714 ,  0.02100205, -0.07105429,
        0.18935274, -0.18384884, -0.16792534, -0.19296387, -0.14786714,
       -0.01469335,  0.06038685, -0.01907676,  0.02159164, -0.21981105,
       -0.165602  , -0.09973224, -0.08876672, -0.02449398, -0.06235997,
        0.09157836,  0.11370867, -0.07257921,  0.03589884,  0.10073251,
       -0.01268508,  0.00271323, -0.12690841,  0.27391747, -0.01593564,
       -0.15792963, -0.00555326,  0.09610377,  0.22969986,  0.20829809,
       -0.05716071,  0.01343157, -0.09145285,  0.17779139, -0.33471242,
       -0.04352732,  0.15864307,  0.06341857,  0.11449388,  0.10699292,
       -0.19716024,  0.02229239,  0.18379977, -0.19487904,  0.03664944,
       -0.00413775, -0.17198491, -0.11075192, -0.07995577,  0.14920753,
        0.08646969, -0.21202773, -0.15847415,  0.24032915, -0.12692566,
       -0.03507824,  0.10790505, -0.14259386, -0.16858813, -0.19511774,
       -0.00341095,  0.43363559,  0.1508074 , -0.16010939,  0.06718554,
       -0.10345879, -0.04944788, -0.0898248 ,  0.05342183, -0.05239847,
       -0.13637158, -0.01011209,  0.00356504,  0.23713887, -0.03991197,
       -0.01213852,  0.25922441,  0.00704128, -0.03337659, -0.04529872,
        0.02479741, -0.13003296, -0.06036079, -0.04582522,  0.00466328,
        0.01390005, -0.07395334,  0.006335  ,  0.1019337 , -0.16640106,
        0.21948539, -0.02203772, -0.02285166, -0.03025506,  0.02761892,
       -0.0449835 ,  0.01863071,  0.1975859 , -0.28496513,  0.1777834 ,
        0.18024743,  0.02083406,  0.12698998,  0.02624479,  0.07034452,
        0.02672263,  0.03798421, -0.13953893, -0.17808233,  0.04247586,
       -0.06113944,  0.00315009,  0.01404371])]",05/12/2013,ZTE,2,"[0.0, 0.0]"
,"[9.180115, -0.35412905, -2.6968288]",../p08_2013-12-05/2013-12-05_01.08.20.jpg,ZTE-BLADE,[],,25.77095401,,2002:12:08 12:00:00,"['#50494d', '#998c98', '#6a6065', '#161319', '#eae6ec']","['person', 'person']",,01:08:20,[],05/12/2013,ZTE,0,"[0.0, 0.0]"
['Female'],"[7.913422, -0.17706452, -5.570722]",../p08_2013-12-05/2013-12-05_12.58.49.jpg,ZTE-BLADE,[],['38-43'],23.58043361,['Surprise'],2002:12:08 12:00:00,"['#a19095', '#312f33', '#746d6c', '#faf4f2', '#5d5a5a']",['person'],,12:58:49,"[array([-0.01933538, -0.0190087 ,  0.0131549 , -0.00465427, -0.19028722,
        0.03564617, -0.00295917, -0.05904682,  0.14078642, -0.07693145,
        0.20399687, -0.04117788, -0.30026099, -0.0621943 ,  0.02836735,
        0.07018392, -0.13177921, -0.1645927 , -0.08569714, -0.06774288,
        0.01304636,  0.07548979,  0.02400859,  0.04543343, -0.06391162,
       -0.36040697, -0.08106833, -0.09673089,  0.0447138 , -0.14101757,
       -0.05707809,  0.02725226, -0.1660971 , -0.08579359,  0.03188692,
        0.09412839, -0.10662672, -0.14508036,  0.22444201,  0.02732216,
       -0.13428505, -0.10630761,  0.03235122,  0.27191585,  0.10732394,
        0.0274647 , -0.00475433,  0.00182547,  0.12088982, -0.28392667,
        0.13106939,  0.16242133,  0.17025985,  0.08015378,  0.08105846,
       -0.16710509,  0.010957  ,  0.11223359, -0.22330865,  0.1030773 ,
        0.04303773, -0.08147179, -0.03801787, -0.10432351,  0.22204502,
        0.09287615, -0.0658898 , -0.15965636,  0.07297168, -0.185141  ,
       -0.10670716,  0.11004868, -0.11964852, -0.18994033, -0.25724775,
        0.00969538,  0.38176286,  0.10457651, -0.1804848 , -0.04644819,
       -0.02384581, -0.0747623 ,  0.05916643,  0.02693814, -0.03508876,
        0.06767746, -0.1756607 ,  0.06017587,  0.19147828, -0.07943653,
       -0.08399324,  0.22293991,  0.00724158,  0.01832785,  0.12388825,
        0.07088253, -0.01257812, -0.00300017, -0.11439265,  0.01542038,
        0.1200441 , -0.15066954, -0.02649076, -0.01396669, -0.13679028,
        0.12486242, -0.01111453, -0.04186293, -0.03399525, -0.1534213 ,
       -0.22683933, -0.00699826,  0.24214928, -0.34122595,  0.1714932 ,
        0.1384677 ,  0.0336183 ,  0.19075081, -0.02384193,  0.0491361 ,
       -0.04603247, -0.11857986, -0.1436277 , -0.11188141,  0.03944734,
        0.04444935,  0.04174195,  0.05238776])]",05/12/2013,ZTE,1,"[0.0, 0.0]"
,"[9.357179, -1.253072, -2.3290794]",../p08_2013-12-05/2013-12-05_01.53.18.jpg,ZTE-BLADE,[],,229.2475653,,2002:12:08 12:00:00,"['#151319', '#78665e', '#becbe4', '#979099', '#4b3d3b']",['tv'],"3.2 bite accurate and succinct 4.2 abstract accurately describes the out ‘ams lowly Identified extents to which they, text of rosearch well davoloped through reforonces: ‘comes research have been mot discussed 34 2.5 cont 19.6 volume etfort appropriate 8.7 thes's roports a piece independent original work 2.8 thoes contahs evidence that mathodologios used. 2.9 Resuits prosented in suitable formats aro intoligible unambiguous 9.10 demonstrate critical understanding outcomos 9.11 use reference materiais correctly cited 9.12 overal presentation 3.19 represents practical intefectual achievement seasment candidate's oral performance tisfed thesis presented is own tory understancing context significance Sey noniedge mnie asnocks requied & © wath Key IRerature oted the: 38 case cancun canciciate Whose pr ~0 eral Search programme Was part examination demonstrat Wes colaborative Worthy away owneouruLoped j020 UWOAOLYOR feN}2970}U4 PUT fe oyoudosddo PoyP An2eL09 puR o;daxdde Se 794930}04 j0 08 LE 801200}N0 04) jo BuypuRs0pUN foDAUD OFESUOWOP OFC snonGiquicun pur og6a0qU: O70 Joys SICULOJ O;GEING Lj pojLosaXd HWE GE posn soSoopoyrow ojeudaxdde yoy} ODUOP/AD EUITIUG SSAA som rouBuo vopuadopyy edad B syodoi 2018 oyedaxide LO}O JO OLUOS 9° e0oua,ja1 yoNax podorop jorA YasDaTas PO;LO SE pocsnosp you voog envy oun UAH 01 SILER PUD PouTUEPI AEP SU 7S gervose! ox BowWED}N0 ain BoaUDeER AovesEOG 1oeseAY SF youpons oyesnau O78 Zoqe 2Biawe on 90 know ex ENO PRPUPS BUR YOUN OFERSLOWOD LoRtULLE ee SM LOR AMOTERCO W Ye Sew CuRLMABard YarTOsa’ onoie 20 J chaos, TORU OF RD OB PD Yo @IOPOUES ost S58 AR U POV AryRNg AY Ya QUUFY Paanda Logan sau: eA Bape 209 0 BUDLT; s#0M UMO 8,0}ePDULD oxn 5} poyLOSAK eauBuLOHed (to &,o}uprpUED oY) Jo jLOWsEossy JUOWOARLYOR jen}OoIO]UI PUB feonDvId sjLOSaXdas YarDOSA ELE oyoudaxddo Logujvosaxd wos Z1e pore Anoo0s pue o;pydoxdde syeyoyow oouaL9/al O5n 11'E s01094NO OU BuypUT|S:OPUN feORHD OTENSVOWOP pun orSao}U! a0 oY S}PULO} ;qUINE LI po}LEsOd SYNE BE so8oopoysow ojeydoudde ou} oouopHAo suyEIUGO SoH 310m fouBuo pu jvopuadopLy eDexd ei20Kh LS ojepdoxdde LOH OWNS 95 ‘s0oua10ja1 yonasy pocorarop ror yasooga PO;LCD SC posenoesp jour vodg orou foun um 61 siuoIxD PLN PouTUaeT AIP SLY YE esnosns oy Baurcay70 BocE Ae putcone puv opencow ot 2D yesnooe ]oaeqe £63.2 ‘oxtonts they outcomes rasearch 9.4 aims clearly ideniifiod fovoloped references: effort 1 3.9 Resuts intoigiblo outcomes: roference materials overall prosontation",01:53:18,[],05/12/2013,ZTE,0,"[0.0, 0.0]"
,"[8.458236, -1.4301366, -3.2416427]",../p08_2013-12-05/2013-12-05_12.38.18.jpg,ZTE-BLADE,[],,8.29671012,,2002:12:08 12:00:00,"['#f4eded', '#9c8f99', '#1b1619', '#6a646a', '#473a45']","['bottle', 'person']",,12:38:18,[],05/12/2013,ZTE,0,"[0.0, 0.0]"
['Male'],"[8.635301, -0.53119355, -3.9499009]",../p08_2013-12-05/2013-12-05_12.13.48.jpg,ZTE-BLADE,[],['25-32'],39.62518235,['Angry'],2002:12:08 12:00:00,"['#0b0a0d', '#6d7280', '#9a9099', '#322a2e', '#594d4b']",['person'],,12:13:48,"[array([-3.45812365e-02, -2.70371288e-02,  4.64072935e-02, -9.57429036e-03,
       -1.69553608e-01, -1.59369465e-02,  1.06078964e-02, -3.06528807e-02,
        1.05238318e-01, -3.25421654e-02,  1.19080395e-01, -7.94146359e-02,
       -2.87538886e-01, -7.67512619e-02,  6.90682381e-02,  8.81871209e-02,
       -1.02652788e-01, -8.68252069e-02, -8.90924931e-02, -2.87809521e-02,
        6.56788498e-02,  3.00301705e-02,  7.27205724e-02,  7.12155998e-02,
       -3.98456529e-02, -3.94087821e-01, -5.39532602e-02, -1.41689032e-01,
        5.50174564e-02, -3.25086191e-02, -4.47052419e-02,  2.32116506e-02,
       -1.62149847e-01, -5.13359345e-02, -2.31099222e-02,  6.50279075e-02,
       -8.66858512e-02, -1.23135507e-01,  2.18772590e-01, -4.55182046e-02,
       -2.28676975e-01, -1.21398702e-01,  2.58020237e-02,  1.75963446e-01,
        1.37700140e-01,  3.54168192e-02,  5.15855178e-02,  2.07471661e-02,
        1.43718287e-01, -2.55294412e-01,  1.47925466e-01,  8.67108256e-02,
        1.73822001e-01,  7.99827129e-02,  1.20410621e-01, -1.66770905e-01,
        1.69795305e-02,  1.35733977e-01, -2.48462975e-01,  8.13678503e-02,
        2.87960004e-02, -5.85227795e-02, -1.95914600e-02, -1.31360516e-01,
        2.35385433e-01,  1.32583365e-01, -8.35340172e-02, -1.26185328e-01,
        9.29615349e-02, -2.12020934e-01, -5.58135621e-02,  1.23062715e-01,
       -8.28659013e-02, -1.48378849e-01, -2.73056567e-01, -3.29820625e-03,
        3.06833714e-01,  1.31751567e-01, -2.10180357e-01, -1.11301959e-01,
       -2.81844065e-02, -4.47658971e-02,  9.75094661e-02,  4.23980579e-02,
       -3.17649357e-02,  6.70571029e-02, -1.39706433e-01, -3.67907435e-03,
        1.59271792e-01, -1.04512654e-01, -3.33755836e-02,  2.50084460e-01,
        3.34957317e-02,  1.33116655e-02,  3.13257053e-02,  6.43263236e-02,
       -4.20674160e-02,  3.08218822e-02, -9.24773365e-02,  4.75376397e-02,
        1.33764029e-01, -1.36661083e-01,  6.42535649e-03, -3.52068096e-02,
       -1.71978384e-01,  1.34306595e-01, -2.62748953e-02, -2.55752355e-04,
       -2.00869851e-02, -1.27364337e-01, -1.93596244e-01,  1.50572024e-02,
        2.07938060e-01, -2.78299391e-01,  1.86163202e-01,  1.10062137e-01,
       -4.39202413e-03,  1.74256414e-01, -3.82300839e-02,  7.26613402e-02,
       -5.02151698e-02, -1.54618427e-01, -1.66223899e-01, -7.36401081e-02,
        1.22239470e-01,  1.45616196e-02,  3.73157188e-02,  7.69142956e-02])]",05/12/2013,ZTE,1,"[0.0, 0.0]"
,"[9.00305, -2.6968288, -1.9749504]",../p08_2013-12-05/2013-12-05_02.49.48.jpg,ZTE-BLADE,[],,15.9748782,,2002:12:08 12:00:00,"['#313340', '#0c0c11', '#929aae', '#696261', '#d0e2fa']",[],,02:49:48,[],05/12/2013,ZTE,0,"[54.68943317, -5.88082647]"
,"[9.180115, -2.152015, -2.3290794]",../p08_2013-12-05/2013-12-05_02.01.18.jpg,ZTE-BLADE,[],,66.91589374,,2002:12:08 12:00:00,"['#7c7681', '#584d4d', '#afaec1', '#f0f2fc', '#191920']",[],,02:01:18,[],05/12/2013,ZTE,0,"[0.0, 0.0]"
